sentence,label
A nasz kraj nie ma o tym pojęcia.,No
"Aby zwalczyć bezrobocie, musimy najpierw skoncentrować się na obszarach, o których pan mówi - tak zwanych obszarach depresyjnych.",No
Wielu z nich straciło życie.,No
"Tak więc, w miarę jak zmieniamy te branże, jest w nich cały talent intelektualny.",No
"Przede wszystkim chciałbym powiedzieć, że tak mocno wierzę w zadane przez ciebie pytanie, że zaproponowałem ten format dzisiejszego wieczoru.",No
"Uważam, że rozsądne środki bezpieczeństwa broni są teraz uzasadnione.",No
"Uważam jednak, że ten, kto kiedykolwiek zostanie wybrany na prezydenta Stanów Zjednoczonych, powinien jeszcze raz podjąć ten wysiłek.",No
Nie tego chcemy.,No
"Obecnie naszym wyzwaniem jest to, że Irańczycy nadal podążają drogą do zdobycia broni nuklearnej, co stanowi ogromne zagrożenie.",Yes
"Teraz fakty są takie, że musimy to naprawić.",No
"Myślę, że to ważne, abyśmy szkolili Kolumbijczyków w tej części świata.",No
"A jeśli tak, to w porządku.",No
"Cóż, to bardzo bolesna sytuacja dla Amerykanów.",No
"Gdybyś kiedykolwiek zbliżył się do tego, jak wybierane są podręczniki, nie chciałbyś wracać na drugi dzień.",No
"Nawiasem mówiąc, numerem jeden, którego się pozbędę, jest Obamacare.",No
"Zanim tu przyjechałem, rozmawiałem z moją córką, Amy, pytając ją o najważniejszą kwestię.",No
"Mam nadzieję, że zanim się spotkamy, dojdzie do wstępnych uzgodnień w tych czterech kwestiach lub przynajmniej dwóch z nich, a nawet jednej z nich, co uzasadniałoby takie spotkanie.",No
A teraz sami się bronimy.,Yes
Więc to pochodzi od ludzi.,No
"Co więcej, rozbudowa sił wojskowych jest dobra dla naszego kraju, ponieważ musimy mieć siłę militarną, aby zachować pokój.",No
Kurdowie byli naszymi najlepszymi partnerami w Syrii i Iraku.,Yes
"Uciął to, jakby arbitralnie.",Yes
"(Śmiech) Jestem temu przeciwny, sprzeciwiam się temu.",No
"Zamierzam również podwoić liczbę sił specjalnych, abyśmy mogli wykonać pracę, którą musimy wykonać w odniesieniu do walki z terrorystami na całym świecie.",No
"Obciął 112 miliardów dolarów, więc jesteśmy teraz na krawędzi.",Yes
"I to jest najważniejsza kwestia, z którą będzie musiała zmierzyć się nasza przyszła gospodarka.",No
Wyraziliśmy ubolewanie z powodu lotu nad wschodnimi Niemcami pod rządami tej administracji.,Yes
Pracowałem z wieloma różnymi grupami muzułmańskimi w całej Ameryce.,No
"I wiem, że możemy ponownie przetworzyć zużyte paliwo jądrowe.",No
"Jednym z powodów, dla których kandydowałem na prezydenta, Sandy, było to, że nie tylko dzieci, ale wielu dorosłych czuło się w ten sposób.",No
Że najlepsze już za nami.,No
Ale nie będę ich lekceważył.,No
"Tam, gdzie to możliwe, chcę oddać władzę stanom i ludziom.",No
"Senat Stanów Zjednoczonych zajmie się kontynuacją rezolucji jutro lub pojutrze, gdzieś w przyszłym tygodniu, z 2,000 - 2,000 - spójrzcie na nich, moi przyjaciele.",No
Jeszcze gorszy szok naftowy przeżyliśmy w 1979 roku.,Yes
Teraz senator Obama chce bezwarunkowo usiąść i negocjować z nimi.,No
"Mam bardzo, bardzo dobry bilans, tak świetny, że kiedy zrobiłem Starą Pocztę na Pennsylvania Avenue, rząd Stanów Zjednoczonych, ze względu na mój bilans, który w rzeczywistości znają bardzo dobrze, wybrał mnie do zrobienia Starej Poczty, między Białym Domem a Kongresem, wybrał mnie do zrobienia Starej Poczty.",Yes
"Był szefem Komisji ds. Kontraktów Rządowych, która prowadziła dwie sprawy, obie w Dystrykcie Kolumbii.",No
"A jeśli popełnisz błąd, powiedz, że popełniłeś błąd i kontynuuj swoją działalność, starając się służyć narodowi amerykańskiemu.",No
Takiego programu obronnego chce pan Carter.,Yes
Bo trafiłbyś do więzienia.,No
"Nie chcę, by rząd federalny bezpośrednio wypłacał pensje nauczycielom.",No
"Dwie kobiety, obie prawdopodobnie w wieku od 50 do 50 lat, zostały właśnie zwolnione ze swojego zakładu.",No
"Jeśli jednak chodzi o Chiny, są one zarówno przeciwnikiem, jak i potencjalnym partnerem w społeczności międzynarodowej, jeśli przestrzegają zasad.",No
"Kiedy wracałem do domu, matka mówiła mi: ""Bob, mam tylko ubezpieczenie społeczne i Medicare, nie tnij tego"".",No
"Jeśli nie, dostaną swoje 10 minut sławy.",No
"Gubernator Reagan twierdzi, że nie jest to dobre osiągnięcie, a winą za ograniczenie produkcji węgla obarcza przepisy - przepisy, które wpływają na życie, zdrowie i bezpieczeństwo górników, a także przepisy, które chronią czystość naszego powietrza, jakość naszej wody i naszej ziemi.",Yes
Wróćmy na chwilę do Iranu.,No
"Są to osoby, które po prostu znam i bardzo szanuję.",No
"Istnieje wiele dobrych pomysłów, genialnych pomysłów, wspaniałych pomysłów na opiekę zdrowotną.",No
Istnieje tam separacja.,No
"Kiedy prezydent ubiegał się o urząd, powiedział, że w pierwszym roku wprowadzi w życie ustawę, która zreformuje nasz system imigracyjny, ochroni legalną imigrację i powstrzyma nielegalną imigrację.",Yes
"Wiesz, kto głosował przeciwko?",No
"W latach Clintona, jak być może pamiętasz, toczyła się walka o akcję afirmatywną.",No
"Czy musimy to naprawić, szczególnie w przypadku OGBYN (sic) oraz chirurgów mózgu i innych?",No
"Będziemy musieli zrobić kilka rzeczy, które są dość kosztowne.",No
"Chcę przejrzeć linijka po linijce każdą pozycję w budżecie federalnym i wyeliminować programy, które nie działają i upewnić się, że te, które działają, działają lepiej i taniej.",No
"Liberał, konserwatysta, przypisz mu dowolną etykietkę.",No
"Ale powiedziałem również, że jeśli poważnie myślimy o zmniejszeniu deficytu, jeśli jest to naprawdę moralne zobowiązanie wobec następnego pokolenia, to oprócz ostrych cięć wydatków, musimy również upewnić się, że bogaci zrobią nieco więcej.",No
"I jest to prawdopodobnie obietnica, którą gubernator Romney uważa za dotrzymaną.",No
"Cóż, gospodarka wciąż rozwija się powoli.",Yes
"Jeśli stworzysz Noriegę za pieniądze podatników, stań na wysokości zadania i powiedz, że to był błąd.",No
"Spójrz na wszystkie miejsca, które właśnie opuściłem, pojedź do Pensylwanii, pojedź do Ohio, pojedź na Florydę, pojedź do każdego z nich.",No
"Oprócz tego potrzebujemy programów, szczególnie w szkolnictwie wyższym, które będą stymulować przełomy naukowe, które przyniosą większy wzrost.",No
"Cóż, Candy, w moim stanie, zwolennicy i przeciwnicy broni palnej zebrali się razem i stworzyli ustawę.",Yes
"Nie można mieć gospodarki, która w ciągu ostatnich trzech lat wciąż spowalnia tempo wzrostu.",No
"Mówisz, że nie jesteś zainteresowany powielaniem tego, co wydarzyło się w Iraku.",No
Otrzymałem pełny raport z tych krajów od tych dwóch wybitnych - uh - dżentelmenów.,Yes
"Dlatego mój plan opiera się na rozwoju gospodarki, dając rodzinom z klasy średniej znacznie więcej możliwości.",No
"Wiem, co trzeba zrobić, by sprowadzić ich z powrotem, i zamierzam to zrobić, a także upewnić się, że kiedy skończysz szkołę - kiedy skończysz szkołę?",No
Istnieje różnica zdań.,No
"Po drugie, pojawiły się stwierdzenia, że platforma Demokratów kosztowałaby sporo pieniędzy i że jestem zwolennikiem niezrównoważenia budżetu.",No
Jestem z tego bardzo dumny.,No
"czyli hurtowy zakup leków, dzięki czemu można obniżyć ich cenę i dostarczyć je w niższej cenie.",No
Mówią: po co nam to?,No
"I obiecuję wam dzisiaj, że postaram się rozwiać wasze obawy, a nie próbować je wykorzystać.",No
Byłem przeciwny wojnie w Iraku.,Yes
"Panie i Pani Ameryko, kiedy słyszysz, jak mówi, że opodatkujemy tylko bogatych, uważaj na swój portfel, ponieważ jego liczby się nie sumują, a on zamierza skarcić podatników z klasy średniej i niższej, jeśli zamierza zapłacić za wszystkie proponowane przez siebie programy wydatków.",Yes
"Zamiast tego musimy ukierunkować plany ubezpieczeniowe, świadczeniodawców, szpitale i lekarzy w taki sposób, aby mieli motywację, jak mówisz, wynagrodzenie za wyniki, za wykonywanie doskonałej pracy, za utrzymywanie kosztów na niskim poziomie, i to się dzieje.",No
"W Libanie ten prezydent sprawował amerykańską władzę, w porządku, ale zarządzanie nią było takie, że nasi marines zostali zabici, musieliśmy odejść w upokorzeniu, Związek Radziecki stał się silniejszy, terroryści zostali ośmieleni.",Yes
"Była to obietnica mniejszego rządu, mniejszych podatków i większej wolności dla ludzi.",No
Mówimy tu o ogromnym rządzie.,No
Chciałem tylko--,No
"Czy naprawdę Amerykanie uważają, niezależnie od tego, co sądzą na temat aborcji, że rząd powinien wkraczać do ich salonów i dokonywać takich wyborów?",No
"Cóż, zdecydowanie uważam, że są różnice.",No
"Myślę, że mój plan jest lepszy.",No
"Myślę, że byłby to błąd.",No
"I nie sądzę, że to tylko rodzaj przesady, z której jesteśmy dumni jako Amerykanie.",No
"Jeśli próbuje mi zarzucić, że jestem osobą o twardym sercu i nie dbam o dzieci, to absolutnie się myli.",No
Dziękuję za zadanie pytania.,No
"Głosowałem przeciwko największej z nich, wielonarodowej umowie znanej jako CAFTA.",Yes
Możemy więc walczyć w tej wojnie i możemy ją wygrać.,No
"Niektóre z najtrudniejszych momentów, odkąd jestem gubernatorem stanu Teksas, to radzenie sobie z tymi sprawami.",No
W ciągu ostatnich siedmiu lat wybudowaliśmy więcej domów niż jakakolwiek inna administracja i o trzydzieści procent więcej niż poprzednia administracja.,Yes
"Moim planem jest obniżenie stawek, ale jednocześnie obniżenie odliczeń, zwolnień i kredytów, tak aby dochody pozostały, ale abyśmy obniżyli stawki, aby więcej osób pracowało.",No
Ona i jej syn Bryan przyszli się ze mną zobaczyć.,No
Nie ma co do tego wątpliwości.,No
"Walczyłbym o to, by nasi żołnierze mieli wszystkich, którzy pomogą im wygrać misję.",No
"Muszę być w stanie wrócić do domu o piątej, aby móc przygotować obiad dla moich dzieci i być z nimi, gdy wrócą ze szkoły.",No
"Chodzi mi o to, że jeśli chcemy porozmawiać o kongresmenie Lewisie, który jest amerykańskim bohaterem, on, bez mojej kampanii, bez świadomości mojej kampanii, wydał oświadczenie, że był zaniepokojony tym, co słyszał na niektórych wiecach, które organizował twój partner, na których wszyscy republikanie krzyczeli, gdy pojawiało się moje nazwisko, takie rzeczy jak ""terrorysta"" i ""zabij go"", a twój partner nie wspomniał, nie zatrzymał się, nie powiedział: ""Poczekaj chwilę, to trochę nie w porządku"".""",No
"Chcemy, aby elektroniczna dokumentacja medyczna ograniczyła liczbę błędów, a także obniżyła koszty.",No
"Pamiętam, że w okresie bezpośrednio poprzedzającym wojnę koreańską Korea Południowa również miała być nie do obrony.",No
"Chętnie porozmawiam też z tobą, Joe, jeśli tam jesteś.",No
Należy to zmienić.,No
"I lubię, lubię senatora Dole'a, prawdopodobnie można powiedzieć, że się lubimy.",No
"Uważam jednak, że Saddam Husajn jest silniejszy niż był.",No
"Przyjąłem zobowiązanie, że to wytniemy.",No
"Można go więc odłożyć, ale jest to bardzo skuteczna forma komunikacji.",No
"Nie może być tak, że 23 miliony ludzi walczy o pracę.",No
"Jeśli skonfiskujesz majątek Forbes 400, zabierzesz wszystko, nie będziesz w stanie zrównoważyć budżetu w tym roku.",Yes
"Moi przyjaciele, ostatnim prezydentem, który podniósł podatki w trudnych ekonomicznie czasach był Herbert Hoover, który praktykował również protekcjonizm, do czego z pewnością kiedyś dojdziemy.",Yes
"Będziesz żył w świecie, miejmy nadzieję, który jest bardziej wykształcony, więc jest mniej prawdopodobne, że zostaniesz skrzywdzony w swoim sąsiedztwie.",No
"Szczerze mówiąc, nikt nie ma interesu w robieniu tego, co właśnie powiedziałem, robieniu tego na jeden, dwa, trzy lub cztery dni przed porodem.",No
"Jest to narzędzie, z którego korzystają teraz organy ścigania, aby móc ze sobą rozmawiać.",No
"Oznacza to reformę podatkową i, jeśli to konieczne, obniżki podatków, które pobudzą tworzenie większej liczby miejsc pracy.",No
Jedno morderstwo to za dużo.,No
"Po drugie, ważne jest, aby od czasu do czasu powiedzieć ""nie"" ludziom zarówno z własnej partii, jak i z drugiej partii.",No
"Związek Radziecki był zaangażowany w największą rozbudowę militarną w historii ludzkości w tym samym czasie, gdy my próbowaliśmy polityki jednostronnego rozbrojenia, słabości, jeśli wolisz.",Yes
Podobnie jak wszyscy lub większość jej darczyńców.,Yes
Podam przykład.,No
"Byłem bardzo zainteresowany, aby usłyszeć o Ameryce Środkowej i naszym procesie tam i przez chwilę myślałem, że zamiast debaty znajdę pana Mondale'a w pełni zgadzającego się z tym, co robimy, ponieważ plan, który nakreślił, jest tym, który realizujemy od dłuższego czasu, w tym procesy dyplomatyczne w całej Ameryce Środkowej i ścisła współpraca z grupą Contadora.",Yes
"Ameryka jest sprawiedliwym społeczeństwem i nie jest w porządku, że wiceprezydent Bush płaci mniej podatków niż dozorca, który mu pomaga.",Yes
Będziesz za to płacić.,No
"101 w przywództwie to bycie odpowiedzialnym za to, co się robi.",No
"I to będzie trudne, to będzie ważne, aby odbudować tę koalicję, aby utrzymać presję na niego.",No
"Uważam, że powinniśmy przeanalizować ten i inne dodatki; wydatki podatkowe, wydatki na dywidendy i całą resztę, i określić, w jaki sposób możemy stymulować wzrost; jak możemy zapewnić przychody potrzebne do rozwoju naszego kraju.",No
Północna część Mali została przejęta przez jednostki typu Al-Kaidy.,Yes
Chiny w końcu zgodziły się zaprzestać wysyłania nam produktów wytwarzanych przy użyciu pracy więźniów.,Yes
Wzrosła ona w ciągu ostatnich siedmiu lat.,Yes
"Ale kiedy byłeś kandydatem w 2008 roku, tak jak ja, i powiedziałem, że gdybym miał bin Ladena na celowniku, oddałbym ten strzał, powiedziałeś, że nie powinniśmy poruszać nieba i ziemi, aby dopaść jednego człowieka.",Yes
"Jesteście oczywiście zaznajomieni z faktem, że jestem pierwszym prezydentem od trzydziestu lat, który zreorganizował agencje wywiadowcze w rządzie federalnym: CIA, Agencję Wywiadu Obronnego, Agencję Bezpieczeństwa Narodowego i inne.",Yes
Nadwyżka to pieniądze - więcej pieniędzy niż potrzeba.,No
"Po drugie, uważam, że Sąd Burgera dość dobrze potwierdził główne i najbardziej dalekosiężne i najbardziej kontrowersyjne decyzje Sądu Warrena.",No
"Kiedy tam byłem, współpracowałem z byłym prezydentem Reaganem nad modernizacją naszej broni strategicznej.",No
"Donald konsekwentnie obrażał muzułmanów za granicą, muzułmanów w kraju, kiedy powinniśmy współpracować z narodami muzułmańskimi i amerykańską społecznością muzułmańską.",Yes
"Z tym, co powiedział senator Kennedy, wielu z nas może się zgodzić.",No
I powiem ci dokładnie dlaczego.,No
"Myślę, że może być kilka powodów.",No
"... ludzi, prawda, nie dla obecnych emerytów.",No
"Nie twierdzę, że Demokraci są zjednoczeni w swoim poparciu dla programu.",No
"Jednak dwóch byłych sekretarzy obrony, w tym były sekretarz obrony prezydenta Reagana, pan Carlucci, opublikowało niedawno raport, w którym stwierdzili, że 100 000 lub nieco mniej żołnierzy byłoby wystarczające.",Yes
"Dziś wieczorem usłyszycie, że moją pasją i wizją jest umożliwienie Amerykanom podejmowania decyzji dotyczących ich własnego życia.",No
Istnieją różne sposoby tworzenia miejsc pracy w centrach miast.,No
"Ale jeśli chcesz zmian, musisz mieć kogoś, kto wie, jak zjednoczyć Republikanów i Demokratów, aby osiągnąć pozytywne rzeczy dla Ameryki.",No
"I to jest niefortunne, to trudny obszar, nie ma co do tego wątpliwości.",No
A teraz z nimi walczymy.,Yes
"A Partii Reform powiedziałbym, żeby przyjrzała się Partii Republikańskiej.",No
"Wiedzieliby, jak je rozwiązaliśmy i czy nasze rozwiązanie było dla nich korzystne przez lata, czy też im zaszkodziło.",No
"Musisz zdecydować, czy chcesz się zmienić, czy nie.",No
"Myślę, że oczywiście jest zdolnym politykiem, który, jak sądzę, podekscytował bazę w Partii Republikańskiej.",No
"Wierzę, że jest kilka całkiem dobrych wiadomości.",No
I to właśnie musi się wydarzyć.,No
"Możesz zainwestować w firmę, doprowadzić ją do bankructwa, zwolnić pracowników, pozbawić ich emerytur i nadal zarabiać pieniądze.",No
Senator Dole dwa lub trzy razy wcześniej krytykował mnie za współpracę z ONZ. Teraz krytykuje się mnie za brak współpracy z ONZ.,No
"Moja administracja współpracowała z Kongresem nad utworzeniem Departamentu Bezpieczeństwa Wewnętrznego, abyśmy mogli lepiej koordynować nasze granice i porty.",Yes
Odpowiedzią jest inwestowanie i rozwój tej gospodarki.,No
"Nie mamy planów sprzedaży Iranowi dodatkowych materiałów lub towarów, które mogłyby mieć charakter wojenny.",No
"Chiny mogą być naszym partnerem, ale nie oznacza to, że mogą po prostu przetoczyć się po nas i ukraść nasze miejsca pracy na nieuczciwych zasadach.",No
"Wysłaliśmy go do Izby, aby można było importować narkotyki.",Yes
"Ale jeśli go uchylimy, jak zaproponował Donald, i zaczniemy od nowa, wszystkie te korzyści, o których właśnie wspomniałem, zostaną utracone dla wszystkich, nie tylko dla osób, które otrzymują ubezpieczenie zdrowotne na giełdzie.",Yes
Ideały i wartości Stanów Zjednoczonych zainspirowały cały świat.,No
"I trzeba to zrobić, nie wycofując się z Faludży i innych miejsc i nie wysyłając terrorystom złej wiadomości.",No
"Ta historia kilkakrotnie informowała, że obniżyłbym podatki dla rodzin o niskich i średnich dochodach i uh - to sprostowanie zostało dostarczone do Białego Domu i jestem pewien, że prezydent wie o tym uh - sprostowaniu, ale nadal nalega uh - na powtarzanie błędnego oświadczenia.",No
"Tak właśnie myślałem, że powinniśmy zrobić.",No
Dziś zajmie to 12 pokoleń.,No
"A na wojnie jest wiele decyzji taktycznych, na które historycy spojrzą wstecz i powiedzą: Nie powinien był tego robić.",No
"Chcemy również powiedzieć, że o ile jest to możliwe, sam sektor bankowy powinien pokryć koszty upadłości banków; podatnicy nie powinni.",No
I mam inną wizję Ameryki.,No
"Zaapelowałem do Kongresu, by nie krępował administracji, a jeśli chodzi o wymuszanie wycofywania wojsk zgodnie z harmonogramem, który niekoniecznie leżał w naszym najlepszym interesie lub pasował do strategii naszego narodu, więc myślę, że to dobra polityka publiczna, myślę, że to zadziałało i cieszę się, że podjąłem - podjąłem decyzję, którą podjąłem.",No
"Uważam, że bojkot amerykańskich firm przez kraje arabskie, ponieważ handlują one z Izraelem lub ponieważ ich właścicielami lub dyrektorami są amerykańscy Żydzi, jest absolutną hańbą.",No
"Ale wydobywaliśmy się z polityki, która była błędna i skupiała się na tym, że górnicy radzili sobie bardzo dobrze, a ludzie z klasy średniej nie radzili sobie dobrze.",Yes
"I to, co zaproponowałem, usłyszycie, jak senator McCain mówi: cóż, on proponuje całą masę nowych wydatków, ale tak naprawdę ja tnę więcej niż wydaję, więc będzie to cięcie wydatków netto.",Yes
"Próbowałem znaleźć wspólną płaszczyznę, ponieważ to właśnie czyni nas silnymi jako Amerykanów.",No
Mówię to już od ponad roku.,Yes
"Kiedy to robimy, zamiast zamykać rząd z powodu partyzanckiej walki o budżet, jesteśmy lepszym krajem i dlatego teraz robimy postępy.",No
"Załóżmy, że przez ostatnie dwa lata mieliśmy demokratyczny Kongres, a prezydentem był gubernator Carter.",No
Wspięliśmy się na potężną górę.,No
"Mamy wojnę chemiczną prowadzoną przeciwko naszym dzieciom na ulicach tego kraju przez cały dzień każdego dnia, a my nie mamy woli, aby ją wyeliminować.",No
"Ponieważ wiedzą, jak senator Kennedy, że jeśli to zrobisz, zachęcisz ich do większej agresji.",No
"Wydaje mi się, że dziś w USA był duży artykuł o milionach ludzi, którzy zarejestrowali się z tego powodu.",Yes
"Czy Al-Kaida ucieka, depcze po piętach?",No
"Niektórzy mówią, że nie możemy tego zrobić, ale Hawaje to robią.",No
Więc jestem z niego zadowolony.,No
"I wiesz, nie możemy pozwolić sobie na nadmierne rozciągnięcie.",No
To nie miało żadnego sensu.,No
Jest to dla mnie bardzo jasne.,No
Nie powiedziałem tego.,Yes
"Wiem, że chcesz dziś odwrócić uwagę, cokolwiek, aby uniknąć mówienia o swojej kampanii i sposobie, w jaki eksploduje i jak Republikanie cię opuszczają.",Yes
"Ale spójrz, co jest naprawdę ważne, Charlie, to to, że prezydent próbuje tylko przestraszyć wszystkich tutaj, rzucając etykietami.",Yes
"Przez większość czasu, gdy byłem gubernatorem, kobieta była moim szefem sztabu.",Yes
Teraz terroryści próbują zdobyć te rzeczy.,No
Chciałbym również podziękować mieszkańcom Cleveland i Ohio za bycie tak gościnnymi gospodarzami podczas tych ostatnich kilku godzin w moim życiu.,No
"I nikt nie będzie kwestionował mojego patriotyzmu, jak to wielokrotnie powtarzał wiceprezydent.",No
"Muzułmanie muszą zgłaszać problemy, gdy je widzą.",No
"Kiedy dasz nam dostęp, my damy dostęp tobie"".",No
"W tym miejscu ponownie chciałbym zaznaczyć, że senator Kennedy i ja nie spieramy się co do celów.",No
Czy to osobny temat?,No
"Wiesz, to nie jest konto bankowe, które po prostu zwraca zainwestowane pieniądze.",No
To działa i zamierzamy kontynuować tę linię.,Yes
Musimy mieć na to pieniądze.,No
"Jestem w tym wyścigu po to, by poklepać Amerykanów po ramieniu i powiedzieć każdemu z was: naprawcie to, póki jesteśmy jeszcze względnie silni.",No
Tak właśnie powiedział.,No
"To, co robi ta rada, to zasadniczo identyfikuje najlepsze praktyki i mówi: wykorzystajmy siłę nabywczą Medicare i Medicaid, aby pomóc zinstytucjonalizować wszystkie te dobre rzeczy, które robimy.",No
"A gdybyśmy to zrobili, mielibyśmy w Ameryce większą zdolność do konsumpcji, czego teraz potrzebujemy, aby pobudzić naszą gospodarkę.",No
Nie zdążyłem się jeszcze ponownie zarejestrować.,No
"Prezydent nie ma żadnych pomysłów, więc niszczy nasze.",No
"Mówię tak, ponieważ uważam, że w tym roku wyślemy z tego kraju 90 miliardów dolarów, aby zapłacić za importowaną ropę naftową, nawet jeśli tak się stanie.",No
"Jestem optymistą, ale musimy dokonywać właściwych wyborów, być odpowiedzialni fiskalnie i tworzyć nowe miejsca pracy przyszłości.",No
To nie jest obrzucanie się błotem.,No
"Aby to zrobić, potrzebujemy ataku z trzech stron: po pierwsze, pomocy wojskowej dla naszych przyjaciół, którzy są pod presją; po drugie, silnego i wyrafinowanego programu pomocy gospodarczej i programu praw człowieka, który oferuje lepsze życie i ostrzejszą alternatywę dla alternatywy oferowanej przez totalitarystów, którzy nam się sprzeciwiają; i wreszcie, silnego wysiłku dyplomatycznego, który dąży do możliwości pokoju w tym regionie.",No
"Kraje arabskie mają interes w tym, by nie doszło do wojny domowej.",No
Teraz senator Kennedy odniósł się do głosowania w sprawie komunistycznych Chin.,No
Sarah Palin wie o tym lepiej niż większość.,No
Dlatego też poparli nasze podejście.,No
"Ale pozwól, że przedstawię ci moje stanowisko w sprawie broni w ogóle, jeśli nie masz nic przeciwko.",No
"Dzięki Kongresowi mamy teraz ustawę o kredytach rolnych, która pomaga i poprawia sytuację przynajmniej niektórych naszych rolników.",Yes
"Cóż, oto problem: Brzmi to bardzo dobrze, ale jest powód, dla którego 500 ekonomistów, w tym siedmiu laureatów nagrody Nobla i periodyki biznesowe, takie jak Business Week, a nawet przyjaciele senatora Dole'a, senator Warren Rudman, były republikański senator z New Hampshire, twierdzą, że nie jest to praktyczny program.",Yes
Pod koniec pierwszego dnia to małe dziecko chce wyjść.,No
Złożyliśmy więc propozycję.,No
"Jakieś cztery miesiące temu przeczytałem na pierwszej stronie Wall Street Journal, że NATO otwiera główną dywizję terrorystyczną.",Yes
Dotrzymam danego ci słowa.,No
"Dlatego większość ekspertów twierdzi, że ten program podatkowy spowoduje ogromną dziurę w deficycie, podniesie stopy procentowe i osłabi gospodarkę, a to odbierze wszystkie korzyści z obniżki podatków przy słabszej gospodarce.",Yes
"Krytykowałem politykę, która spowodowała konieczność wyjazdu do Korei.",Yes
"Jestem za Stealth, jestem za D-5, jestem za wprowadzeniem pocisków Cruise.",No
I niech Bóg błogosławi Stany Zjednoczone Ameryki.,No
"Mam bardzo pozytywny i optymistyczny pogląd na to, co możemy razem zrobić.",No
"Pod rządami ostatniej demokratycznej administracji 60 procent całej broni, która trafiła na Bliski Wschód, było przeznaczone dla Izraela.",Yes
"Faktem jest, że ten naród w ciągu ośmiu lat, zanim zostałem prezydentem, zmniejszył swoją siłę militarną.",Yes
"Jako gubernator pomyślałem, że proszę, daj mi ten program.",No
"Mam nadzieję, że zdobyłem wasze zaufanie, ponieważ bycie prezydentem w dużej mierze zależy od zaufania i charakteru.",No
"Mój plan nie zakłada żadnych cięć podatkowych, które zwiększyłyby deficyt.",No
"To, co dzieje się w tych lasach, z powodu kiepskiej polityki federalnej, to fakt, że nie są one pozyskiwane.",Yes
"Wymyśl jakąś liczbę, $25,000, $50,000.",No
"Prezydent dostał 84 dolary od firmy drzewnej, której jest właścicielem, i jest liczony jako mała firma.",Yes
"[Jeśli jest to broń antysatelitarna, to zakładam, że będzie wymierzona w satelity.",No
"Miałeś chirurga - lub przed generałem McCaffreyem (ph) miałeś kobietę, która powiedziała, że powinniśmy rozważyć legalizację narkotyków.",Yes
Mówisz o kimś silnym.,No
"Można zarabiać dużo pieniędzy i płacić niższe stawki podatkowe niż ktoś, kto zarabia dużo mniej.",Yes
"To dobry pomysł, zobaczyli go, podchwycili i wprowadzili do swoich, ale to tylko tymczasowe.",No
"Dlatego też FDA i chirurg generalny bardzo uważnie przyglądają się, aby upewnić się, że można to zrobić w bezpieczny sposób.",No
"Są to więc rzeczy, które możemy teraz robić, ponieważ dokonujemy transformacji w Afganistanie.",No
Wyznaczają one niski standard materializmu.,No
"Ze Stanami Zjednoczonymi, jak powiedział, nie tak bardzo.",No
Ale mogę powiedzieć jedno.,No
Musimy ją zreformować.,No
Szanuję drugą poprawkę i nie będę przy niej majstrował.,Yes
Wspomniałeś o decyzji Hellera.,No
"A ponieważ nie było interwencji sądowej, w ramach której mogłaby gdzieś pójść i uzyskać pomoc, głosowałem przeciwko.",Yes
"Być może dla niektórych w Bushnell Memorial nie są to duże pieniądze, ale ludzie oglądający dzisiejszy wieczór z dwójką dzieci, pracującą rodziną, to cztery lub pięć miesięcy opieki dziennej, być może komputer osobisty; to mogą być trzy lub cztery miesiące spłaty kredytu hipotecznego.",No
"Osoba, która chce rozpocząć działalność gospodarczą lub rozszerzyć swoją działalność jako czarny przedsiębiorca, może zaciągnąć pożyczkę bezpośrednio lub z gwarancją.",Yes
"Nie wiem, czy to pomaga, czy nie.",No
"Ponownie, jeśli tam dotrę, jeśli mnie wyślesz, odbędziemy kilka dosadnych rozmów na ten temat i naprawdę zejdziemy do okopów i powiemy, czy chcesz o tym porozmawiać, czy naprawić, ponieważ rozmowa tego nie załatwi.",No
... a reszta odpowiedzi jest bardzo nietrafiona.,No
"Gdyby mieli te pieniądze bez tych rządowych ograniczeń, każdy z nich powiedział mi, że mogliby poczynić duże oszczędności i znacznie lepiej je wykorzystać.",No
"Kiedy George Bush objął urząd, mieliśmy nadwyżki.",Yes
"Słyszałem, jak w jednym z występów telewizyjnych powiedziałeś: ""media mnie do tego zmusiły"".",No
"Po pierwsze, uwielbiam świetne szkoły.",No
"Zablokuj swój portfel, ponieważ on przyjdzie zaraz po tobie, tak jak zrobił to Jimmy Carter i tak jak ty - skończysz ze stopami procentowymi na poziomie 21%, a inflacja spadnie przez dach.",Yes
"Jest tak ciężki, że złamałby ci kręgosłup.",No
I to właśnie dzieje się w Afganistanie i Iraku.,No
Powiem ci jedno.,No
"System bankowy w tym kraju jest zasadniczo zdrowy, z kilkoma słabymi bankami.",Yes
Moje podejście jest więc takie: jak wzmocnić system w dłuższej perspektywie?,No
"Spędziłem ostatnie ćwierć wieku walcząc o klasę średnią, pracujących mężczyzn i kobiety w Stanach Zjednoczonych Ameryki.",No
"Jest też osiem innych kategorii, które nie powinny posiadać broni.",No
"Mamy energię jądrową, która moim zdaniem jest najbezpieczniejsza.",No
Jedna z jego ustaw została unieważniona - uzyskał tylko jeden głos w Senacie i siedem głosów w Izbie Reprezentantów.,Yes
