sentence,label
"Będziemy musieli zrobić kilka rzeczy, które są dość kosztowne.",No
"Chcę przejść przez każdy element w budżecie federalnym i wyeliminować programy, które nie działają i upewnij się, że ci, którzy działają, pracują lepiej i tańsze.",No
"Liberalny, konserwatywny, umieszczasz na niej dowolną etykietę.",No
"Ale powiedziałem również, że jeśli poważnie zmniejszamy deficyt, jeśli jest to naprawdę moralny obowiązek wobec następnego pokolenia, to oprócz trudnych cięć wydatków musimy również upewnić się, że to upewnić się, żeZamożne robi trochę więcej.",No
"I to prawdopodobnie obietnica, którą według gubernatora Romneya trzymałem.",No
"Cóż, gospodarka wciąż rośnie powoli.",Yes
"Jeśli utworzysz Noriega, używając pieniędzy podatników, wejdź do płyty i powiesz, że to był błąd.",No
"Patrzysz na wszystkie miejsca, które właśnie opuściłem, jedziesz do Pensylwanii, jedziesz do Ohio, jedziesz na Florydę, idziesz do któregokolwiek z nich.",No
"Oprócz tego potrzebujemy programów, szczególnie w szkolnictwie wyższym, które stymulują przełamy naukowe, które przyniosą większy wzrost.",No
"Cóż, faktycznie Candy, w moim stanie, pro-gunowie i ludzie anty-gun spotkali się i zebrali ustawodawstwo.",Yes
"Nie możesz mieć gospodarki, że w ciągu ostatnich trzech lat spowalnia stopę wzrostu.",No
"Mówisz, że nie jesteś zainteresowany powielaniem tego, co wydarzyło się w Iraku.",No
Otrzymałem pełny raport z tych krajów z tych dwóch wyróżniających się - uh - dżentelmenów.,Yes
"I tak mój plan opiera się na rozwoju gospodarki, dając rodziny z klasy średniej o wiele więcej możliwości.",No
"Wiem, co trzeba, aby je sprowadzić, i zamierzam to zrobić, i upewnij się, że kiedy ukończysz szkołę - kiedy ukończysz studia?",No
Istnieje różnica zdań.,No
"Po drugie, pojawiły się oświadczenia, że platforma demokratyczna kosztowałaby dużo pieniędzy i że jestem za niezrównoważonym budżetem.",No
Jestem z tego bardzo dumny.,No
"robi, czyli leki na zakupy masowe, abyś mógł obniżyć cenę i obniżyć je do ciebie.",No
"Mówią, po co tego potrzebujemy?",No
"I obiecuję, że dziś spróbuję rozwiązać twoje obawy i nie spróbować ich wykorzystać.",No
Byłem przeciwny wojnie w Iraku.,Yes
"Pan i Pani Ameryka, kiedy słyszysz, jak mówimy, że opodatkowamy tylko bogatych, obserwuj twój portfel, ponieważ jego liczby się nie sumują, a on zamierza to zrobić prosto do podatnika z klasy średniej i niżej, jeśli jestZamierzam zapłacić za wszystkie proponowane przez niego programy wydatków.",Yes
"Zamiast tego musimy umieścić plany ubezpieczeniowe, dostawców, szpitali, lekarzy na cel, tak aby mieli motywację, jak mówisz, wynagrodzenie za wyniki, za wykonanie doskonałej pracy, za obniżenie kosztów i tak się dzieje.",No
"W Libanie ten prezydent sprawował amerykańską władzę, w porządku, ale zarządzanie nią było takie, że nasi marines zostali zabici, musieliśmy odejść w upokorzeniu, Związek Radziecki stał się silniejszy, terroryści się ośmielili.",Yes
Była to obietnica mniejszych rządów i mniej podatków i większej wolności dla ludzi.,No
"Mówimy o masowym rządzie, ludzie.",No
Właśnie zamierzałem - -,No
"Czy tak naprawdę jest to pogląd narodu amerykańskiego, jakkolwiek czujesz się w kwestii aborcji, że rząd powinien sięgnąć do twoich salonów i dokonywać takich wyborów?",No
"Cóż, zdecydowanie uważam, że istnieją różnice.",No
"Myślę, że mój plan jest lepszy.",No
"I myślę, że to byłby błąd.",No
"I nie sądzę, że to tylko rodzaj przesady, z której jesteśmy dumni jako Amerykanie.",No
"Jeśli próbuje twierdzić, że jestem osobą o twardym sercu i nie dbam o dzieci, jest absolutnie błędny.",No
"Cóż, dziękuję za zadanie pytania.",No
"Największy, międzynarodowy, znany jako CAFTA, głosowałem przeciwko.",Yes
Możemy więc walczyć z tą wojną i możemy wygrać tę wojnę.,No
"Niektóre z najtrudniejszych momentów, odkąd byłem gubernatorem stanu Teksas, to radzić sobie z tymi sprawami.",No
W ciągu ostatnich siedmiu lat zbudowaliśmy więcej domów niż w jakiejkolwiek administracji i trzydzieści procent więcej niż w poprzedniej administracji.,Yes
"Moim planem jest obniżenie stawek, ale także obniżenie potrąceń, zwolnień i kredytów w tym samym czasie, aby przychody pozostały, ale obniżamy stawki, aby więcej osób działało.",No
Ona i jej syn Bryan przyszli do mnie.,No
Nie ma co do tego wątpliwości.,No
"Walczyłbym, aby upewnić się, że nasi żołnierze mogli pomóc im wygrać misję.",No
"Muszę być w stanie wrócić do domu o godzinie 5, aby móc być tam, aby zrobić obiad dla moich dzieci i być z nimi, kiedy wrócą ze szkoły.",No
"Mam na myśli, spójrz, jeśli chcemy porozmawiać o kongresmenie Lewisie, który jest amerykańskim bohaterem, on, on, bezbłędny przez moją kampanię, bez świadomości mojej kampanii, oświadczył, że był zaniepokojony tym, co słyszał na niektórych wiecachTrzymał twój kolegę z biegiem, w którym wskazano wszystkie republikańskie raporty krzyczące, kiedy moje imię się pojawiło, takie rzeczy jak „terrorysta” i „Zabij go”, i że bierzesz kolego, nie wspomniał, nie przestał, nie przestał,Nie powiedziałem „trzymaj się sekundy, to trochę poza linią”.",No
"Chcemy, aby była elektroniczna dokumentacja medyczna, aby zmniejszyć błąd, a także obniżyć koszty.",No
"Pamiętam w okresie tuż przed wojną koreańską, Korea Południowa również miała być nie do obrony.",No
"I cieszę się, że mogę z tobą porozmawiać, Joe, jeśli tam jesteś.",No
Trzeba to zmienić.,No
"I lubię, lubię Senatora Dole, prawdopodobnie możesz powiedzieć, że się lubimy.",No
"Ale myślę, że Saddam Hussein jest silniejszy niż on.",No
"Zabrałem przyrzeczenie, które ją wycięliśmy.",No
"Możesz więc to odłożyć, ale jest to bardzo skuteczna forma komunikacji.",No
Nie możesz mieć 23 milionów ludzi walczących o znalezienie pracy.,No
"Jeśli skonfiskowasz bogactwo Forbesa 400, weź to wszystko, nie możesz zrównoważyć budżetu w tym roku.",Yes
"Moi przyjaciele, ostatnim prezydentem, który w trudnych czasach ekonomicznych podążył podatki, był Herbert Hoover, a on również praktykował protekcjonizm, co jestem pewien, że w pewnym momencie dotrzemy.",Yes
"Miejmy nadzieję, że będziesz żył w świecie, który jest bardziej wykształcony, więc mniej prawdopodobne jest, że będziesz skrzywdzony w swojej okolicy.",No
"I szczerze mówiąc, nikt nie ma interesu, robiąc to, co właśnie powiedziałem, robiąc to, dopiero jeden, dwa lub trzy lub cztery dni przed urodzeniem.",No
"Jest to narzędzie, które organy ścigania używają teraz, aby móc rozmawiać między sobą.",No
"Oznacza to poprzez reformę podatkową i w razie potrzeby obniżki podatków, które stymulują więcej miejsc pracy.",No
"Słuchaj, jedno morderstwo to zbyt wiele.",No
"Po drugie, co jest ważne, od czasu do czasu musisz odmówić - do - do ludzi zarówno na własnej imprezie, jak i na drugiej stronie.",No
"Związek Radziecki był zaangażowany w największe nagromadzenie wojskowe w historii człowieka w tym samym czasie, gdy próbowaliśmy polityki jednostronnego rozbrojenia, słabości, jeśli chcesz.",Yes
Podobnie jak wszyscy jej dawcy lub większość jej dawców.,Yes
Dam ci przykład.,No
"Byłem bardzo zainteresowany, aby usłyszeć o Ameryce Środkowej i naszym procesie tam na dole, i przez chwilę myślałem, że zamiast debaty znalazłem pana Mondale w całkowitym porozumieniu z tym, co robimy, ponieważ plan, który on maPrzedstawiono ten, którego obserwujemy od dłuższego czasu, w tym procesy dyplomatyczne w całej Ameryce Środkowej i ściśle współpracujące z grupą Contadora.",Yes
"Ameryka jest uczciwym społeczeństwem i nie jest słuszne, że wiceprezydent Bush płaci mniej podatków niż woźny, który mu pomaga.",Yes
Będziesz za to zapłacić.,No
"101 w przywództwie odpowiada za to, co robisz.",No
"I będzie ciężko, ważne będzie odbudowanie tej koalicji, aby utrzymać na niego presję.",No
"Uważam, że powinniśmy przestudiować to i inne dodatki;koszty podatkowe, wydatki na dywidendę i całą resztę oraz ustalenie, w jaki sposób możemy stymulować wzrost;Jak możemy zapewnić przychody potrzebne do przodu naszego kraju.",No
"Mali został przejęty, północna część Mali przez jednostki typu Al-Kaida.",Yes
Chiny w końcu zgodziły się przestać wysyłać amerykańskie produkty wykonane z więziennymi pracą.,Yes
W ciągu ostatnich siedmiu lat wzrosło.,Yes
"Ale kiedy byłeś kandydatem w 2008 roku, tak jak ja, i powiedziałem, że jeśli dostanę bin Ladena na nasze widoki, zrobiłbym ten strzał, powiedziałeś, że nie powinniśmy poruszać nieba i ziemi, aby zdobyć jednego człowieka.",Yes
"Oczywiście znasz fakt, że jestem pierwszym prezydentem od trzydziestu lat, który zreorganizował agencje wywiadowcze w rządzie federalnym: CIA, Agencję Wywiadu Obrony, Agencję Bezpieczeństwa Narodowego i innych.",Yes
Nadwyżka to pieniądze - więcej pieniędzy niż potrzebne.,No
"Po drugie, uważam, że sąd burgera dość dobrze potwierdził główne i - i najbardziej dalekosiężne i najbardziej kontrowersyjne decyzje sądu Warren.",No
"I kiedy tam byłem, pracowałem na bazie dwustronnej, podobnie jak w domu, pracowałem z byłym prezydentem Reaganem nad modernizacją naszej strategicznej broni.",No
"Donald konsekwentnie obraża muzułmanów za granicą, muzułmanie w domu, kiedy musimy współpracować z narodami muzułmańskimi i amerykańską społecznością muzułmańską.",Yes
"Rzeczy, z którymi senator Kennedy powiedział, że wielu z nas może się zgodzić.",No
I powiem ci dokładnie dlaczego.,No
"I myślę, że może być kilka powodów.",No
"... ludzie, prawda, nie dla obecnych emerytów.",No
"Nie mówię, że Demokraci zjednoczyli się we poparciu programu.",No
"Ale 2 byłych sekretarzy obrony wydało ostatnio raport, w którym stwierdził, że wystarczy 100 000 lub nieco mniej żołnierzy, w tym byłego sekretarza obrony prezydenta Reagana, pana Carlucci.",Yes
"Dziś wieczorem usłyszysz, że moją pasją i moją wizją jest umożliwienie Amerykanom do podejmowania decyzji dla siebie w swoim życiu.",No
Istnieją wiele sposobów tworzenia miejsc pracy w śródmieściu.,No
"Ale jeśli chcesz zmienić, musisz zebrać kogoś, kto wie, jak połączyć republikanów i demokratów, aby zrobić pozytywne rzeczy dla Ameryki.",No
"I jest niefortunne, jest to trudny obszar, bez wątpienia.",No
A teraz walczymy z nimi teraz.,Yes
"I powiedziałbym Partii Reform, spójrz na Partię Republikańską.",No
"Wiedzieliby, jak je rozwiązaliśmy i czy nasze rozwiązanie było dla nich korzystne przez lata, czy też ich zraniło.",No
"Musisz zdecydować, czy chcesz się zmienić, czy nie.",No
"Myślę, że oczywiście jest zdolnym politykiem, który, jak sądzę, podekscytował - bazę w Partii Republikańskiej.",No
"Wierzę, że jest tam dość dobra wiadomość.",No
I to właśnie musi się stać.,No
"Możesz zainwestować w firmę, zbankrutować, złożyć pracowników, usunąć ich emerytury i nadal zarabiasz.",No
"Senator Dole ma dwa lub trzy razy przede wszystkim dziś wieczorem skrytykował mnie za współpracę z ONZ. Teraz jestem krytykowany za to, że nie pracuję z ONZ.",No
"Moja administracja współpracowała z Kongresem w celu stworzenia Departamentu Bezpieczeństwa Wewnętrznego, abyśmy mogli lepiej koordynować nasze granice i porty.",Yes
Odpowiedź jest inwestowanie i rozwój tej gospodarki.,No
"Nie planujemy sprzedawać dodatkowego materii lub towarów Iranowi, które mogą mieć wojenną naturę.",No
"Chiny mogą być naszym partnerem, ale - ale to nie znaczy, że mogą po prostu przetoczyć się po nas i ukraść naszą pracę na niesprawiedliwe.",No
"Wysłaliśmy go do domu, że możesz importować narkotyki.",Yes
"Ale jeśli to uchylimy, jak zaproponował Donald, i zaczniemy od nowa, wszystkie te świadczenia, o których właśnie wspomniałem, są utracone dla wszystkich, a nie tylko osób, które otrzymują ubezpieczenie zdrowotne na giełdzie.",Yes
Ideały i wartości Stanów Zjednoczonych zainspirowały cały świat.,No
"I musisz to zrobić, zaczynając nie wycofywać się z Fallujah i innych miejsc i wysyłać niewłaściwe przesłanie do terrorystów.",No
"Ta historia kilkakrotnie informowała, że obniżyłbym podatki dla rodzin o niskich i średnich dochodach i uh - ta korekta została dostarczona do Białego Domu i jestem pewien, że prezydent wie o tej korekcie, ale nadal nalega na powtarzaniebłędne stwierdzenie.",No
"Tak myślałem, że powinniśmy zrobić.",No
Dzisiaj zajmie to 12 pokoleń.,No
"I podczas wojny jest wiele - istnieje wiele taktycznych decyzji, które historycy spojrzą wstecz i powiedzą: nie powinien był tego zrobić.",No
"Chcemy również powiedzieć, że o ile jest to możliwe, sama branża bankowa powinna pokryć koszty wszelkich niepowodzeń bankowych;Podatnicy nie powinni.",No
Mam inną wizję Ameryki.,No
"Wezwałem Kongres, aby nie przycięł administracji, a jeśli chodzi o wymuszanie wycofania żołnierzy do harmonogramu, który niekoniecznie był w naszym najlepszym interesie lub pasuje do strategii naszego narodu, więc myślę, że to dobra polityka publiczna, myślę, że to zadziałało,I cieszę się, że podjąłem - podjąłem decyzję.",No
"Uważam, że bojkot amerykańskich firm przez kraje arabskie, ponieważ firmy te handlują z Izraelem lub ponieważ mają amerykańskich Żydów, którzy są właścicielami lub dyrektorami w firmie, jest absolutną hańbą.",No
"Ale wykopywaliśmy się z polityk, które zostały zgubione i skupione na szczycie, bardzo dobrze, a ludzie z klasy średniej nie radzą sobie dobrze.",Yes
"I to, co zaproponowałem, usłyszysz, jak senator McCain mówi: Cóż, proponuje całą masę nowych wydatków, ale właściwie wycinam więcej niż wydaje się, aby było to cięcie wydatków netto.",Yes
"Próbowałem znaleźć wspólną płaszczyznę, ponieważ to sprawia, że jesteśmy silni jako Amerykanie.",No
Mówię to od ponad roku.,Yes
"Kiedy to robimy, zamiast zamknąć rząd z powodu walki partyzanckiej o budżet, jesteśmy lepszym krajem i dlatego teraz robimy postępy.",No
"Przypuśćmy, że mieliśmy Demokratyczny Kongres przez ostatnie dwa lata i mieliśmy UH - gubernatora Cartera jako prezydenta.",No
Wspinaliśmy się na potężną górę.,No
Przez cały dzień prowadzimy wojnę chemiczną przeciwko naszym dzieciom na ulicach na ulicach w tym kraju i nie mamy woli tego stemplowania.,No
"Ponieważ wiedzą, że senator Kennedy będzie musiał wiedzieć, że jeśli to zrobisz, zachęcisz ich do większej agresji.",No
"W USA była wielka historia w USA. Dzisiaj z milionów ludzi, którzy teraz zarejestrowali się z tego powodu.",Yes
"Czy-czy Al-Kaida jest w biegu, na piętach?",No
"Teraz powiem, niektórzy mówią, że nie możemy tego zrobić, ale Hawaje to robią.",No
Więc jestem z tego zadowolony.,No
"I, wiesz, nie możemy być - nie możemy pozwolić sobie na nadmierne rozwój.",No
To nie miało żadnego sensu.,No
To dla mnie bardzo jasne.,No
"Nie powiedziałem, że.",Yes
"Wiem, że jesteś dziś w wielkiej dywersji, cokolwiek, aby uniknąć mówienia o twojej kampanii i sposobie jej eksplodowania i sposobu, w jaki republikanie cię opuszczają.",Yes
"Ale spójrz, to, co jest naprawdę ważne, Charlie, jest to, że prezydent próbuje po prostu przestraszyć wszystkich tutaj z rzutem.",Yes
Przez większość mojego czasu jako gubernatora kobieta była moim szefem sztabu.,Yes
"Teraz są terroryści, którzy próbują dziś zdobyć te rzeczy.",No
Chcę również podziękować mieszkańcom Cleveland i Ohio za bycie tak gościnnymi gospodarzami w ciągu ostatnich kilku godzin w moim życiu.,No
"I nikt nie zakwestionuje mojego patriotyzmu, jak wiceprezydent wielokrotnie.",No
"Muzułmanie muszą zgłosić problemy, gdy je widzą.",No
"Kiedy dasz nam dostęp, damy Ci dostęp. """,No
"Tutaj znowu mogę wskazać, że senator Kennedy i ja nie spotykaliśmy się co do celów.",No
Czy to A - czy to osobny temat?,No
"Wiesz, to nie konto bankowe, które po prostu spłaca zainwestowane pieniądze.",No
Działa i będziemy kontynuować tę samą linię.,Yes
Musimy mieć na to pieniądze.,No
"Rzeczą, o którą jestem w tym wyścigu, jest wykorzystanie narodu amerykańskich na ramię i powiedzenie każdemu z was, naprawianie go, gdy jesteśmy nadal stosunkowo silni.",No
Tak powiedział.,No
"Teraz, więc ta tablica jest w zasadzie identyfikuje najlepsze praktyki i mówi, skorzystajmy z siły nabywczej Medicare i Medicaid, aby pomóc w zinstytucjonalizowaniu tych dobrych rzeczy, które robimy.",No
"A gdybyśmy to zrobili, mielibyśmy większą zdolność konsumpcji w Ameryce, czego potrzebujemy teraz, aby wrzucić naszą gospodarkę w sprzęt.",No
Nie dotarłem jeszcze do reżyserowania.,No
"Prezydent nie ma żadnych pomysłów, więc wychodzi na niszczenie.",No
"Mówię to, ponieważ myślę, że w tym roku wyślemy 90 miliardów dolarów z tego kraju, aby zapłacić za importowaną ropę, chociaż to.",No
"Jestem optymistą, ale musimy dokonywać właściwych wyborów, aby być odpowiedzialnym pod względem podatkowym i stworzyć nowe prace przyszłości.",No
To nie jest zawieszenie błota.,No
"Aby to zrobić, potrzebujemy trzyczęściowego ataku: jeden to pomoc wojskowa dla naszych przyjaciół, którzy są presji;Po drugie, silny i wyrafinowany program pomocy ekonomicznej i program praw człowieka, który oferuje lepsze życie i ostrzejszą alternatywę dla alternatywy oferowanej przez Totalitarian, którzy nas sprzeciwiają;I wreszcie silny wysiłek dyplomatyczny, który daje możliwości pokoju w okolicy.",No
Kraje arabskie mają udział w braku wojny domowej.,No
Teraz senator Kennedy odniósł się do głosowania w sprawie komunistycznych Chin.,No
Sarah Palin wie o tym lepiej niż większość.,No
"I dlatego popierali podejście, które podjęliśmy.",No
"Ale pozwól, że powiem ci moją pozycję na broń w ogóle, proszę pana, jeśli nie masz nic przeciwko.",No
"I dzięki Kongresowi mamy teraz rachunek za kredyt rolniczy, który pomaga i poprawia sytuację przynajmniej niektórymi z naszych rolników.",Yes
"Cóż, oto problem z tym: brzmi bardzo dobrze, ale istnieje powód, dla którego 500 ekonomistów, w tym siedmiu laureatów Nagrody Nobla i czasopisma biznesowe, takich jak Business Week, a nawet przyjaciele senatora Dole, senator Warren Rudman, były republikański senator z New Hampshire,Mówi, że to nie jest praktyczny program.",Yes
Pod koniec pierwszego dnia to małe dziecko chce wyjść.,No
I tak złożyliśmy propozycję.,No
"A około cztery miesiące temu przeczytałem na pierwszej stronie Wall Street Journal, że NATO otwiera duży oddział terroru.",Yes
Zachowam do ciebie słowo.,No
"Właśnie dlatego większość ekspertów twierdzi, że ten program podatkowy rozwiedzi ogromną dziurę w deficycie, podniesie stopy procentowe i osłabi gospodarkę, a to odniesie wszystkie korzyści z obniżki podatków o słabszej gospodarce.",Yes
"Skrytykowałem zasady, które sprawiły, że konieczne było udanie się do Korei.",Yes
"Jestem po ukryciu, jestem za D-5, za rakietą wyprzedzającą pocisk wycieczkowy.",No
I niech Bóg błogosławi USA Ameryki.,No
"Mam bardzo pozytywny i optymistyczny pogląd na temat tego, co możemy zrobić razem.",No
"Pod ostatnią administracją demokratyczną 60 procent całej broni, która poszła na Bliski Wschód, dotyczyło Izraela.",Yes
"Faktem jest, że ten naród, w ciągu ośmiu lat przed zostałem prezydentem, zmniejszył swoją siłę militarną.",Yes
"Jako gubernator pomyślałem, proszę, daj mi ten program.",No
"Mam nadzieję, że zasłużyłem na twoje zaufanie, ponieważ wielu prezydenta dotyczy zaufania i charakteru.",No
"Moim planem nie jest wdrożenie żadnej obniżki podatków, która zwiększy się do deficytu.",No
"To, co dzieje się w tych lasach, z powodu kiepskiej polityki federalnej, czy one rosną - nie są - nie są zebrani.",Yes
"Stanowią liczbę, 25 000 USD, 50 000 USD.",No
"Prezydent otrzymał 84 $ od firmy, która jest właścicielem, i jest liczony jako mała firma.",Yes
"[Śmiech] Jeśli są bronią antysatelitarną, zakładam, że będą skierowane przeciwko satelitom.",No
"Miałeś chirurga - lub przed generałem McCaffrey (PH) miałeś damę, która powiedziała, że powinniśmy rozważyć legalizację narkotyków.",Yes
Mówisz o kimś silnym.,No
"Możesz zarobić dużo pieniędzy i płacić niższe stawki podatkowe niż ktoś, kto robi o wiele mniej.",Yes
"To dobry pomysł, widzieli go, podnieśli go i włożyli w swoje, ale to tylko tymczasowe.",No
"I dlatego FDA i dlatego chirurg generalny szuka bardzo uważnie, aby upewnić się, że można to zrobić w bezpieczny sposób.",No
"Tak więc są to rzeczy, które możemy teraz zrobić, ponieważ dokonujemy tego przejścia w Afganistanie.",No
Ustalili niski standard materializmu.,No
"Ze Stanami Zjednoczonymi, jak powiedział, nie tyle.",No
Ale mogę ci to powiedzieć.,No
Musimy to zreformować.,No
I szanuję drugą poprawkę i nie będę manipulować drugą poprawką.,Yes
Wspomniałeś o decyzji Hellera.,No
"A ponieważ nie mieli interwencji sądowej, w której mogłaby gdzieś iść i uzyskać pomoc, głosowałem przeciwko temu.",Yes
"Może teraz dla niektórych w tym pomniku Bushnell, że nie jest to dużo pieniędzy, ale ludzie oglądają dziś wieczorem z parą dzieci, pracującą rodziną, czyli cztery lub pięć miesięcy opieki dziennej, może komputer osobisty;Może to trwać trzy lub cztery miesiące spłaty kredytu hipotecznego.",No
"Osoba, która chce założyć firmę lub rozszerzyć swoją działalność jako czarny biznesmen, jest w stanie pożyczyć, bezpośrednio lub z gwarantowanymi pożyczkami.",Yes
"Czy to pomaga, czy nie, nie wiem.",No
"Teraz znowu, jeśli się tam dostanę, jeśli mi wyślę, będziemy o tym tępo rozmawiać i naprawdę zejdziemy do okopów i powiedzmy, czy ten, o którym chcesz porozmawiaćLub napraw, bo rozmowa tego nie zrobi, ludzie.",No
"... i reszta odpowiedzi, daleko od znaku.",No
"Gdyby mieli te pieniądze bez tych ograniczeń rządowych, każdy z nich powiedział mi, że mogą osiągnąć wielkie oszczędności i znacznie wykorzystać pieniądze.",No
"Kiedy George Bush wszedł do urzędu, mieliśmy nadwyżki.",Yes
"Słyszałem, jak mówisz o jednym występie w telewizji: „Media sprawiły, że to zrobiłem”.",No
"Po pierwsze, kocham wspaniałe szkoły.",No
"Zamknij swój portfel, ponieważ on przyjeżdża zaraz po tym, jak tak, tak jak Jimmy Carter i tak jak chcesz - skończysz ze stopami procentowymi na poziomie 21%i będziesz miał inflację przechodzącą przez inflacjędach.",Yes
"Jest tak ciężki, że daliby ci zepsute plecy.",No
I tak się dzieje w Afganistanie i Iraku.,No
Powiem ci to.,No
System bankowy w tym kraju jest zasadniczo rozsądny w niektórych słabych bankach.,Yes
"Więc moim podejściem jest powiedzenie, w jaki sposób wzmacniamy system w perspektywie długoterminowej?",No
Ostatnim ćwierć wieku spędziłem walcząc o pracujących mężczyzn i kobiet z klasy średniej w Stanach Zjednoczonych Ameryki.,No
"I istnieje osiem innych kategorii, które nie powinny mieć broni.",No
"Mamy energię jądrową, która, jak sądzę, z najbezpieczniejszym.",No
"Jeden z jego rachunków, który został zastąpiony - dostał tylko jeden głos w Senatu i siedem głosów w Izbie, od republikanów.",Yes
"Po drugie, wydajemy 4,7 miliarda dolarów rocznie na nieubezpieczonych w stanie Teksas.",Yes
"Przeprowadziliśmy kampanię opartą na kwestiach, a nie obelgach.",No
Musimy więc naprawdę odbudować naszą bazę pracy.,No
"I cała moja koncepcja polegała na tym, aby Ameryka znów była świetna.",No
"Po 11 września, po zakończeniu recesji, prezydent poprosił o kolejną obniżkę podatku i obiecał, że zostanie utworzona 5,6 miliona miejsc pracy.",Yes
"Ale wykorzystuję prawa narodu, ponieważ prowadzę firmę.",No
"Wydaje mi się, że jeśli będziemy silni w domu, a także silni za granicą, musimy spojrzeć na zakończenie tej wojny.",No
I w wielu przypadkach nie dostają odpowiedniego schronienia.,No
Zamierzam je zebrać.,No
Nasze lotniska pochodzą z kraju trzeciego świata.,No
"Prawdopodobnie to 5 bilionów dolarów, których nie możemy sprowadzić do naszego kraju, Lester.",Yes
"Mam więc kompleksową politykę energetyczną, ale tak naprawdę obejmuje walkę z zmianami klimatu, ponieważ uważam, że to poważny problem.",Yes
Ponieważ zdecydowanie zdecydowana większość pomocy dotyczy ludzi na dolnej części drabiny gospodarczej.,Yes
"Chcę spędzić czas na uczynieniu tego kraju jeszcze lepszym niż jest, a nie staram się, abyś był złą osobą.",No
"Mamy strażników i rezerw, które wykonują podwójne obowiązki.",Yes
"Przede wszystkim nazywamy utworzeniem funduszu powierniczego o wartości 4 miliardów dolarów, aby zrobić dokładnie to, o czym mówiłeś w swoim pytaniu - odbudować ulice, odbudować miasta, przeciekające się wód.",No
I zamierzam zrobić lepiej.,No
"Ale nie zamierzamy po prostu zabijać niektórych ludzi, aby powiedzieć: „Och, spójrz, nawet dostaliśmy”.",No
"I właśnie tam zmierzymy się teraz, chyba że w końcu zejdziemy z tego wydatków i pożyczania.",No
Uczucia są bardzo silne.,No
"Nie mogę wymyślić nic, co będzie większym ciosem dla prestiżu Stanów Zjednoczonych wśród wolnych narodów w Azji niż dla nas, aby wziąć doradztwo senatora Kennedy'ego, aby pójść wbrew temu, co większość członków Senatu, jedno i drugieDemokrata i republikanin, powiedział - powiedział w 1955 r. I z góry powiedziemy, że przekazamy obszar komunistom.",Yes
"Dla wszystkich jest to niesprawiedliwe, albo niesprawiedliwe.",No
"Nie wierzę, że pan Mondale ma plan zrównoważenia budżetu;Ma plan podnoszenia podatków.",No
"Gdybyśmy ich słuchali, nigdy nie mielibyśmy traktatu.",No
Musimy zrobić lepiej w edukacji.,No
"I cieszę się, że mogę ci powiedzieć.",No
"Ale kiedy wchodzą facet zawinięty narkotykami i morduje funkcjonariusza policji, myślę, że powinni zapłacić swoim życiem.",No
"To były kupony, senator Obama.",No
A cena sprzedaży na czarnym rynku wyniosła około 250 milionów dolarów.,Yes
"A plany mojego przeciwnika doprowadziły mnie do wniosku, że Saddam Hussein nadal będzie u władzy, a świat byłby bardziej niebezpieczny.",No
"Musimy nowe spojrzenie na to, jak postępujemy w biurze.",No
"Senator McCain wspomniał Henry'ego Kissingera, który jest jednym z jego doradców, który wraz z pięcioma ostatnimi sekretarkami stanu powiedział, że powinniśmy spotkać się z Iranem - zgadnij, co - bez warunków wstępnych.",Yes
Mieliśmy pewne nieporozumienia.,No
"A jeśli otworzysz Airways na więcej takich rzeczy, widzisz, że nie tylko ty uczestniczą.",No
Byłbym bardzo ostrożny w użyciu naszych żołnierzy jako budowniczych narodu.,No
"I wiem, że jestem kimś starszym od ciebie.",No
Musimy okazać moralne wsparcie dla Gruzji.,No
Nie jesteśmy zależni od Bliskiego Wschodu.,No
"Jesteśmy narodem, który uważa, że wszyscy jesteśmy dziećmi tego samego Boga i troszczymy się o osoby, które mają trudności, tych, którzy są starsi i mają problemy i wyzwania, osoby niepełnosprawne.",No
"Wiem, co oznacza akcja afirmatywna.",No
"Opowiedziałem NRA, że to historia.",No
"I powiedział do mnie i do całej sali, powiedział: „Wiesz, nie odbieraj mojej nadziei, bo moja nadzieja jest tym, co mnie utrzymuje”.",No
90% naszych dzieci chodzi do szkół publicznych.,Yes
"Jest to jeden z powodów, dla których 50 urzędników bezpieczeństwa narodowego, którzy służyli w informacjach republikańskich - w administracjach ...",Yes
"Tak, musimy być niezłomni i rozwiązani, a ja jestem.",No
Mieliśmy najgorszą gospodarkę od wieku.,Yes
Lubię te systemy ocen.,No
Jeśli wskaźnik wzrostu wydatków rządowych może odbywać się na poziomie 5 procent - do 1989 r. Nie jesteśmy daleko - to zmniejszyłoby deficyty budżetowe do poziomu o wartości 30 lub 40 miliardów dolarów.,Yes
"Sprzeciwiam się tego z powodów, o których wspomniałem.",No
Mamy 40 miliardów dolarów na Bermudy.,Yes
"Może to pomóc w przyjeździe z Indonezji lub innych obcych krajów, bogatych ludzi w tych krajach, a następnie odesłania po tym, jak L.A. Times to odkryje, 250 000 USD.",No
"Ale widzą współczującą, silną, wielką pierwszą damę w Laura Bush.",No
Mamy bardzo ważną decyzję.,No
"Jedyne, co uważam za to, że niezależnie od tego - wiedza polegała na tym, że pan Ford powinien zostać przekazany narodowi amerykańskie osiemnaście miesięcy temu, zaraz po incydencie Mayaguez UH.",No
"Przede wszystkim uważam, że ważne jest, aby gubernator Romney przedstawiał ten plan, który według niego wpłynie na ludzi w przyszłości.",No
