sentence,label
"Wykonujesz świetną robotę, Tom.",No
"Uważam jednak, że Ameryka jest największym krajem w historii ludzkości, ponieważ utrzymywaliśmy wolność i zwiększając dobrobyt poprzez nieustanne przekraczanie barier wiedzy, bariery teraźniejszości, zawsze przechodząc w przyszłość.",No
I musimy ściślej współpracować z naszymi partnerami i sojusznikami w terenie.,No
"Lepiej nie być lub będzie konsekwencja, gdybym był prezydentem.",No
"Był w 60 minutach zaledwie dwa tygodnie temu i zapytano go: czy to sprawiedliwe dla kogoś takiego jak ty, zarabiając 20 milionów dolarów rocznie, aby zapłacić niższą stawkę podatkową niż pielęgniarka lub kierowca autobusu, ktoś zarabia 50 000 $ roku?",No
"Ludzie, którzy płacą podatki, otrzymają ulgę podatkową.",Yes
"Cóż, prezydent, jesteś - panie Prezydent, masz absolutną rację, to znaczy, że w odniesieniu do 97 procent firm nie jest - nie opodatkowane po 35 -procentowej stawce podatkowej, są opodatkowane po aniższa ocena.",Yes
Ponieważ w ten sposób wybieramy prezydenta w tym kraju i tak powinniśmy.,No
"Różnica między dużym wybuchem rządu federalnego, który chce myśleć w twoim imieniu, a planem, który spełnia priorytety i wyzwala ludzi pracujących, aby móc podejmować decyzje samodzielnie.",No
"Z pewnością byłbym również rozsądny, oceniając wszelkie potencjalne użycie wojsk amerykańskich za granicą.",No
"To, co w tym wszystkim chodzi.",No
Został zabity w Komitecie Reguł.,Yes
"Moim zdaniem, jeśli chcesz być chroniony, powinieneś głosować na Boba Dole'a, a my otrzymamy natychmiastową kontrolę, a my trzymamy broń z rąk przestępców.",No
"A ja - spójrz, jestem za zieloną energią.",No
Mamy więc dużo pracy w Afganistanie.,No
"Pharmaceuticals używali luk do utrzymywania marki - na miejscu marki, a generyczne są znacznie tańsze niż leki marki.",Yes
To jest łącznie w ciągu ostatnich czterech lat.,Yes
Sytuacja w Syrii jest katastrofalna.,No
"Więc tracimy dobrą pracę, tak wielu z nich.",No
"Kokaina wzrosła o 141 procent - marihuana, kokaina o 166 procent.",Yes
"Innymi słowy, uważam, że lekarze nie powinni być wyrzuceni z planów opieki zarządzanej tylko dlatego, że mówią pacjentom, czego potrzebują i jakie mogą być droższe opcje opieki.",No
Moja filozofia podatków była prosta.,No
"I tak myślę, że jest to część problemu, dla wielu osób, które tutaj słuchają dziś wieczorem, jest to, że nie czują się tak, jakby dzielą ciężar z innymi ludźmi.",No
"Myślę, że kolorowy telewizja nie jest tak ważna jak ciąg rakietowy.",No
"Nie, ale pozwólcie, że zostanę dla narodu amerykańskiego w ciągu 2 i pół tygodnia, wybieramy, kto powinien usiąść w tym owalnym biurze, kto prowadził ożywienie gospodarcze, kto jest liderem wolnego świata, kogoUsuń deficyt.",No
Dziękuje bardzo.,No
"Cóż, myślę, że prezydent Stanów Zjednoczonych zeszłej zimy wskazał, że zanim pójdzie na szczyt w maju zeszłej jesieni, wskazał, że powinien istnieć jakiś program, że powinna istnieć jakaś wcześniejsza porozumienie.",No
Znasz moją opinię na temat Korei Północnej.,No
Mamy wiele prezentów.,No
"„Spojrzałem im w oczy i powiedziałem:„ Nie, nie mogę tego zrobić.""",No
Oboje złożyliśmy obietnice w tej kampanii.,No
"Numer trzy, wprowadza niewybraną tablicę, która ostatecznie powie ludziom, jakie mogą mieć zabiegi.",No
To była część naszego innego planu ekonomicznego.,No
"Musimy mieć kontrolę nad inflacją, a także musimy mieć korzystną równowagę handlu.",No
Mamy największych ludzi na ziemi w naszym wojsku.,No
"Powiedziałbym również, że kiedy senator Kennedy odnosi się do działań komisji ds. Reguł, istnieje ośmiu demokratów w tym komitecie i czterech republikanów.",Yes
"Sprzedają tutaj wiele samochodów, tworzą wiele miejsc pracy - tych, którzy sprzedają eksport.",No
"I mówił o tym, jak był optymistyczny, a kraj o wyborze.",No
"Lub, jak mówiłem od dłuższego czasu i myślę, że się zgodzisz, ponieważ powiedziałem to raz, gdybyśmy wzięli olej - i powinniśmy wziąć olej - ISIS nie byłby byłbyw stanie utworzyć jedno z nich, ponieważ ropa była ich głównym źródłem dochodów.",Yes
Tak więc odgrywa rolę w moim życiu.,No
"Ale nie zamierzam telegrafować moje ciosy, co zrobił senator Obama.",No
Istnieje różnica zdań.,No
"(Śmiech) Jestem osobą, która utrzymuje obietnice.",No
"Przez długi czas nasi obywatele amerykańscy zostali wykluczeni, czasem wprowadzani w błąd, czasem okłamani.",No
"Udało nam się, wdaliśmy się w to uczucie, że wartość edukacja była czymś.",No
"To poważny problem, ale nie uważam go za rodzaj okropnego, strasznego problemu, jaki był problem S&L.",No
"Ale jest wielu rodziców, którzy czują, że wszystko idzie dobrze w szkole ich dziecka, i nagle budzą się i zdają sobie sprawę, że poczekaj chwilę, standardy nie są spełnione.",No
To byłaby moja pozycja.,No
"To jest coś, co traktuję poważnie i to jest moja pozycja.",No
"Wspierałem programy edukacji postaci w naszych szkołach, programach szkół wolnych od narkotyków.",No
"Myślę, że istniała dobra okazja, aby połączyć republikanów i demokratów, aby zreformować system zabezpieczenia społecznego, aby seniorzy nigdy nie pójdą.",No
Chcę utrzymać to odzyskiwanie gospodarcze.,No
"Dlatego podwoiliśmy się w czystości - produkcja czystej energii, takiej jak wiatr, słoneczne i biopaliwa.",Yes
Ale kto naprawdę dostanie Mosul?,No
I podjąłem dyskryminację z afroamerykańskich dzieci w szkołach.,Yes
"Oznacza to, że nastąpi zwiększone zatrudnienie.",No
"Myślę, że musimy pomóc rodzicom i wzmacniać rodziny, zajmując się niewłaściwym materiałem rozrywkowym, na które rodziny są po prostu chore, na które ich dzieci są narażone.",No
"Chociaż poruszają się szybciej niż my, okazuje się, że na przykład, że ich całkowity produkt krajowy brutto wynosi zaledwie czterdzieści cztery procent naszego całkowitego produktu krajowego brutto.",Yes
"Trzęsienie ziemi i huragany, zdewastowało Haiti.",No
"Pamiętam, jak pojechałem do Del Rio w Teksasie.",No
"I to moja propozycja, to nie jest propozycja senatora Obamy, to nie jest propozycja prezydenta Busha.",No
Weto pozycji linii - jest dla Ciebie dobry program reform.,No
"Cóż, myślę, że fakt, że stoją przed tymi powtarzającymi się połączeniami, niektóre z nich dwa i trzy wdrożenia, i istnieje polityka utraty zatrzymania, która uniemożliwia ludziom wyjście, gdy ich czas się skończył, jest odbiciem, jest odbiciemZ złego wyroku tego prezydenta skorzystał z tego, jak zaangażował się w świat i rozmieścił nasze siły.",Yes
"I tak wierzę, że musimy zdobyć moc w rękach nauczycieli, a nie związku nauczycieli.",No
"Nigdy nie zrezygnowałbym z pełnej kontroli ani praktycznej kontroli nad strefą kanału Panamskiego, ale nadal negocjowałbym z Panamanami.",No
"I powiedział, że znakiem dobrego sędziego, dobrego sprawiedliwości, jest to, że kiedy czytasz ich decyzję, ich opinia, nie możesz powiedzieć, czy jest napisany przez mężczyznę czy kobietę, liberałę czy konserwatystę, muzułmanin, aŻyd lub chrześcijanin.",No
"I, panie Prezydent, wczoraj raport pojedynków powiedział wam i cały świat, w którym pracowali.",Yes
"Ale nie spodziewam się, że to nadejdzie.",No
"Innymi słowy, od tego czasu mieliśmy ogromny wzrost o około 0,50 USD za galon, a cały ten wzrost zniknął z tego kraju - lub w dużej mierze - do kieszeni producentów ropy OPEC.",Yes
"Myślałem, że będziemy mieli równy czas, ale może po prostu muszę przerwać pozostałe 2.",No
"George Bush, który był członkiem czarteru ekologicznego ekipy niszczycielskiej, która wyjechała do Waszyngtonu na początku lat 80. i wykonała pracę na EPA, lub tę, którą widzieliśmy i słuchaliśmy w ciągu ostatnich dwóch lub trzech miesięcy.",No
"To jeden z powodów, dla których Libijczycy stoją z nami.",No
"I jestem pewien, że spróbujesz to zrobić ponownie.",No
Mam plan zwiększyć mokradła o 3 miliony.,No
"Nie zgadzam się z propozycją, że być może tylko wtedy, gdy zagrożone są zapasy ropy naftowej, jest zagrożone.",No
"Nie mogę ci podkreślić, ile.",No
"Prezydent wziął także Medicare, który należy do ciebie.",Yes
"I to jest jeden z powodów, dla których afgańskie siły bezpieczeństwa mają tak wiele pracy, aby móc z tym walczyć.",No
Robiłeś to od 30 lat.,No
Chciałbym po prostu dodać ten jeden punkt.,No
"I wiem, że rozmowy rozpoczęły się od nowa.",No
"Gubernator Romney, nie to powiedziałeś ...",Yes
"I myślę, że jeśli spojrzysz na sytuację, jaką istnieje tutaj w Stanach Zjednoczonych w porównaniu z dowolnym innym krajem na świecie, wydaje mi się dość oczywiste, że chociaż szanujemy prawa myśliwych i sportowców, potrzebujemy zdrowego rozsądkuKroki bezpieczeństwa pistoletu, aby powstrzymać tę powódź broni, która wchodzi w niewłaściwe ręce.",No
"Wiceprezydent uważa, że to pieniądze rządu.",No
"A jeśli Izrael zostanie zaatakowany, Ameryka stanie z Izraelem.",No
Walczyłem przeciwko nadmiernym wydatkom i oburzeniu.,Yes
"Chcę być prezydentem wszystkich Amerykanów, niezależnie od twoich przekonań politycznych, skąd pochodzisz, jak wyglądasz, waszą religię.",No
"Powód, dla którego zbieramy obawy, nie tylko w latach wyborczych, ale każdego roku, ponieważ republikanie, kiedy zostaną wybrani i zaczynają cięć.",No
Nie zgadzam się z tym stwierdzeniem.,No
"Mówi, że udzieli ci ulgi podatkowej w wysokości 5000 USD.",Yes
"Tak więc w tych dwóch przypadkach myślę, że - taka - poprawka konstytucyjna byłaby właściwa i naprawdę nie sądzę, aby w żadnym przypadku byłyby trywialnymi sprawami.",No
"Cóż, Jim, myślę, że każdy Amerykanin na jakimkolwiek stanowisku odpowiedzialności powinien martwić się tym, co się stało.",No
"Uważam, że nie było to niepowodzenie przywództwa prezydenckiego nie ponownego autoryzacji zakazu broni szturmowej.",No
"Ci ludzie zależą od nas wszystkich za małe bezpieczeństwo, które mają, i nie zamierzam tego robić w ten sposób.",No
"Mam nadzieję, że będę mógł porozmawiać dziś wieczorem.",No
"W ciągu ostatnich dwunastu lat przeszliśmy od pierwszej do trzynastej płac na świecie, ponieważ pan Bush i pan Reagan.",Yes
"Nie mogą zapłacić za leki na receptę, więc są to jedne z tych, które regularnie jeżdżą do Kanady, aby uzyskać leki na receptę.",No
"Było zbyt wiele tajemnicy rządowej, a nie - niewystarczające szacunek dla prywatności obywateli amerykańskich.",No
"Faktem jest, że przyrzeczeniem lojalności był kwaśny test patriotyzmu-wiceprezydent był przewodniczącym w Senacie Stanów Zjednoczonych przez ostatnie siedem i pół roku.",No
"Wiesz, żywotność Czarnego Kościoła, czarnych firm, które zatrudniają tak wiele osób, możliwości, które tak wiele rodzin pracuje nad zapewnieniem dzieciom.",No
"Po drugie, musimy uczynić Amerykę najbardziej atrakcyjnym miejscem dla przedsiębiorców, dla osób, które chcą poszerzyć swoją działalność.",No
"Musimy wezwać Syrię do zwolnienia trzech izraelskich żołnierzy, którzy zostali schwytani.",No
Wracają do jakości wody.,Yes
"Popieram inne aspekty ustawy Simpson-Mazzoli, które wzmacniają egzekwowanie prawa na granicy, wzmacniają inne sposoby radzenia sobie z nieudokumentowanymi pracownikami w tym trudnym obszarze i radzenie sobie z problemem osiadania ludzi, którzy mieszkali tu od wielu, wielu lat i tak robiąnie ma ustalonego statusu.",No
A jednak nie znała tego słowa - litera C na dokumencie.,No
"A jeśli mamy zamrażanie wydatków na cały czas, nie będziemy w stanie tego zrobić.",No
To więcej niż wiele czasu w ostatnich latach.,Yes
"Po pierwsze, powiem, że nie jest dla rządowego systemu opieki zdrowotnej?",No
"Mam na myśli, że - ponieważ myślę, że ktokolwiek jest prezydentem, musi strzec twoich swobód, nie może zniszczyć twoich praw w Ameryce.",No
"Powiedział, że w tym czasie leży w interesie publicznym i wydaje mi się, że większość zaangażowanych w to, jak sądzę.",No
"To nie tylko Donald Trump, którego opodatkowałeś.",No
"Poświęć gospodarkę, zmniejsz stopę zysków kapitałowych, stwórz więcej miejsc pracy i możliwości dla wszystkich w Ameryce.",No
"Musisz zdecydować, kto ma najlepszy plan ekonomiczny.",No
Żyjemy w połączonym świecie.,No
"Myślę, że musimy położyć większy nacisk na wczesne uczenie się i przedszkole.",No
"Faktem jest, że był to rachunek, który był mniej niż zalecił, panie Nixon, dziś rano w Twojej propozycji.",Yes
"Nie możemy przestraszyć, tak jak mamy z powodu zagrożeń i retoryki kampanii, która trwała w tej kampanii, nasi seniorzy - zostawiają ich, że w jakiś sposób są zagrożone i nie mieliby miejsca do zwrócenia się.",No
"Mamy więc problem nie tylko budowania własnej siły militarnej i rozszerzenia - naszej polityki za granicą, musimy wykonać pracę tutaj w domu.",No
"Teraz 60 procent trafi do krajów arabskich, a to nie obejmuje Iranu.",Yes
Nigdy nie dam weto żadnemu krajowi za nasze bezpieczeństwo.,No
"Wiem, że własny pogląd jest taki, że wolę prywatny plan.",No
"I numer trzy, musimy pomóc i wspierać Rosję i republiki w każdy możliwy sposób, aby stać się demokratycznymi stowarzyszeniami kapitalistycznymi, a nie tylko usiąść i pozwolić krajom kontynuować zamieszanie.",No
Zgadzam się ogólnie z oceną senatora Kennedy'ego pod tym względem.,No
"Musimy nalegać, aby Arafat wysłał instrukcje, aby powstrzymać niektóre prowokujące akty przemocy, które trwają.",No
"Ubezpieczenie społeczne jest stabilne, aż, jak wskazałeś, przynajmniej trzecia dekada następnego wieku.",Yes
"Zrozum jednak, że była to taktyka mającą na celu spowodowanie uszkodzenia poprzednich czterech lat niewłaściwego zarządzania tej wojny.",No
"I oczywiście, jeśli chodzi o to, jak to poprawia, tak, możemy lepiej zrobić zakaz.",No
Byliśmy całkowicie obojętni na Amerykę Łacińską do ostatnich kilku miesięcy.,No
"Myślę, że ukierunkowana obniżka podatków jest lepsza dla naszej przyszłości, ukierunkowana na edukację i hodowlę dzieci, wraz z resztą planu edukacji, łącząc wszystkie nasze klasy do Internetu do roku 2000.",No
"Mój przeciwnik, ponieważ nie ma głównego nurtu, głosował przeciwko temu prawu.",No
"Jesteśmy narodem kochającym wolność, a jeśli jesteśmy aroganckim narodem, zobaczą nas w ten sposób, ale jeśli jesteśmy pokornym narodem, będą nas szanować.",No
"Wyznaczył trzy osoby, wyznaczyłem trzy osoby do reformy finansowania kampanii.",Yes
"I w końcu - myślałem, że tego nie rozumiem - nazywałem wszystkich ekspertów, a oni powiedzieli: och, będzie to destrukcyjne przez 12 do 15 lat.",Yes
"Powiem ci, jakich sędziów postawił.",No
Tymczasem Korea Północna ma broń nuklearną.,Yes
To jest decyzja następnego prezydenta Stanów Zjednoczonych.,No
"CDC, odpowiedzialny za zdrowie w Stanach Zjednoczonych, ustawia te priorytety i odpowiednio przydziela szczepionkę przeciw grypie.",No
"Uh - ziemie, które pan Ford uh - chwali się zatwierdzeniem, znajdują się na Alasce i są ogromne w wielkości.",No
"Zapewniasz również stypendia możliwości, aby rodzice o niskich dochodach będą mieli taki sam wybór, jak inni, wysyłając swoje dzieci do lepszych szkół.",No
I tak zdziesiątkowaliśmy podstawowe przywództwo Al Kaidy w regionach granicznych między Afganistanem a Pakistanem.,Yes
"Przez 30 lat byłeś w stanie pomóc, a jeśli powiesz, że używam stali lub używam czegoś innego, uniemożliwiam mi to.",No
"Ale nie zmienisz prawa, ponieważ bierzesz tyle pieniędzy.",No
"Ale całe życie spędziłem, służąc temu krajowi.",No
To klucz do siły naszego narodu.,No
"Ale aby móc spełnić naszą rolę na świecie, Ameryka musi być silna.",No
Przez dwadzieścia pięć lat służyłem w Kongresie poniżej pięciu prezydentów.,No
Nie wierzę w to - czy słyszeliśmy wielkość grzywny?,No
"Ponieważ jeśli chcesz obniżyć koszty kampanii, musisz otworzyć Airways, ponieważ koszty kampanii są koszty reklamy w telewizji, radiu, gazecie, masowej wysyłce.",No
Pewnej nocy spojrzałem.,No
"I to tylko fakt, że jeśli jesteś młodym afroamerykańskim mężczyzną i robisz to samo co młody biały mężczyzna, częściej zostaniesz aresztowany, oskarżony, skazany i uwięziony.",Yes
"Ale co ważniejsze, pozwól ludziom w naszym kraju uświadomić sobie, że nadal żyjemy w największym narodzie na Ziemi.",No
"Poczyniliśmy znaczne postępy i nie mam wątpliwości, że zaangażowanie w odszkodowanie dla bezrobocia, płaca minimalna, dobrobyt, krajowe ubezpieczenie zdrowotne, tego rodzaju zobowiązania, które typowały Partię Demokratyczną od czasu historii starożytnej w życiu politycznym tego kraju, sąBardzo ważny element przyszłości.",No
"Ale chcę - w imieniu siebie i myślę w imieniu większości narodu amerykańskiego, powiedz, że wiesz, nasze słowo jest dobre.",No
"Etykiety nie pasują, panie i panowie.",No
"Słuchaj, chcę się upewnić, że inwestujemy w energię, aby uwolnić się od zależności od zagranicznej ropy.",No
"I uważam, że musi się zdarzyć, aby zachęcić młodych do zaangażowania się, to strzelać prosto, to odłożyć na bok różnice partyzanckie i ustalić program, który będzie miał sens.",No
Kiedy przybyłeś do biura 32 miliony ludzi na bontach żywnościowych.,Yes
"Powód ubezpieczenia społecznego - mówi, że dostaje 2%.",Yes
"Aby odpowiedzieć na twoje pytanie, popieram, jak sądzę, jak to postawić, jest dostęp afirmatywny.",No
"Ale ważne jest, aby wiarygodność i wiarygodność powstają, by być silnym wobec przyjaciół i zdecydowanie w twoich determinacjach.",No
"Zainwestowaliśmy w spółkę słoneczną, nasz kraj.",Yes
"... ponieważ jestem - jestem taki dumny ze stanu, że miałem okazję zostać gubernatorem.",No
"Nie możemy dyktować warunków pokoju, co oznacza, że musisz być stabilny.",No
Istnieje zbyt wiele szczególnych zainteresowań i pracuje tam zbyt wielu lobbystów.,No
Możesz chodzić po całym świecie - i pozwól mi wziąć na przykład Izrael.,No
"Zasugerowałem również, że po stronie domowej znajdują się obszary, w których możemy zrobić trochę cięć.",No
"Teraz stanowi okazję, z której musimy skorzystać.",No
"Po drugie, jeśli nie masz ubezpieczenia zdrowotnego, zasadniczo konfigurujemy plan grupowy, który pozwala skorzystać z stawek grupowych, które są zwykle o 18 procent niższe niż w przypadku, gdy próbujesz uzyskać ubezpieczenie na indywidualnym rynku.",Yes
Prezydent stał tutaj w tej sali cztery lata temu i zadał mu pytanie kogoś takiego jak ty: „W jakich okolicznościach wysyłałbyś ludzi na wojnę?”,Yes
W ciągu ostatnich dwóch lat przywróciliśmy uczciwość w Białym Domu i ustaliliśmy wysokie standardy w oddziale wykonawczym rządu.,No
"Zaproponowaliśmy i uchwaliliśmy zdrowy rachunek lasu, który był niezbędny do pracy - szczególnie w zachodnich stanach - aby upewnić się, że nasze lasy były chronione.",Yes
"Teraz, jeśli chodzi o kwestię środowiska, jest to jedna z najgorszych administracji współczesnej historii.",No
"Generał Shinseki, szef sztabu armii, powiedział mu, że będzie potrzebował kilkuset tysięcy.",Yes
Jest już dawno spóźniony czas na podniesienie płacy minimalnej.,No
Między małżeństwem z Al Kaidy i talibami.,Yes
"Nie jestem zadowolony, gdy mamy ponad dziewięć miliardów dolarów żywności - niektóre z nich gniją - mimo że istnieje głodny świat, i chociaż co miesiąc cztery miliony Amerykanów czeka na pakiet żywnościowy od rządu, który średnio pięć centówdzień na osobę.",Yes
"Tak powiedziała mi, że jej mąż rozumiał.",No
Ale tak - tak nie jest.,No
"Myślę, że ważne jest, aby USA pozostały w Europie i nadal gwarantowały pokój.",No
"Uważam, że wszyscy możemy współpracować, aby osoby w przyszłości miały więcej, a my wszyscy pracowali razem, możemy zbudować lepszą Amerykę.",No
Dziewięćdziesiąt dziewięć senatorów Stanów Zjednoczonych głosowało na to.,Yes
"Pan Perot mówi, że to zła okazja.",Yes
(Oklaski) Ale nie zabieraj tego z mojego czasu!,No
Zachęca ich do rozpoczęcia wojny.,No
"I naprawdę mają znaczenie, gdy jesteś prezydentem.",No
Oczywiście będziemy musieli w tej sprawie determinacja i będziemy musieli dostać się na siły konwencji.,No
Nikt na świecie nie zgadza się teraz z naszą polityką na Kubie.,No
"Cóż, pewnego dnia mój przeciwnik otrzymał odprawę przez CIA.",No
Nie zamierzam podnieść podatków.,No
"Wskaźnik zysków kapitałowych, zmniejszony o połowę, obniżył go o 28 do 14 procent.",No
"Myślę, że było bardzo dobrze ...",No
"W ciągu ostatnich trzech miesięcy przed wyborami zawsze są dla programów, w których zawsze walczą w pozostałych trzech i o pół roku.",Yes
To jest fakt - rachunek na początku tego roku.,No
"Ponieważ jeśli jest rodzina dwojga rodziców, perspektywa życia w ubóstwie dramatycznie spada.",Yes
"Barbara siedzi tutaj, a ja - ale to, co zaproponowałem, 10% cięcia, zmniejszaj rząd i możemy to zrobić.",Yes
"Wiem, czego potrzeba, aby zrównoważyć budżety.",No
"W ostatniej debacie 1 (przypis) wiceprezydent Stanów Zjednoczonych powiedział, że powiedziałem, że marines zmarli wstydliwie i zmarli ze wstydu w Libanie.",No
Jej darczyńcy wzięli ogromne odpisy podatkowe.,Yes
"O ile prezydent nie mówi, oczywiście - kraj nie mówi, a Franklin Roosevelt powiedział: „Prezydencja Stanów Zjednoczonych jest przede wszystkim miejscem moralnego przywództwa”.",No
"I ludzie byli w stanie pozostać w swoich domach, a ostatecznie wartości tych domów wzrosły i faktycznie zarabiali.",Yes
Przestańmy więc mówić o cięciu Medicare.,No
Za 4 dni będziemy miał debatę i możemy ponownie porozmawiać o tej postaci.,No
"Umowa NAFTA podpisana przez jej męża jest jedną z najgorszych umów, jakie kiedykolwiek dokonano jakiegokolwiek rodzaju, podpisane przez każdego.",Yes
W tej chwili mamy 90 procent ubezpieczenia zdrowotnego.,Yes
"Nie stawiamy więc powściągliwości na temat eksploracji amerykańskiej, zachęcamy je w każdy możliwy sposób.",No
"To da im szansę na wybranie własnej przyszłości, a nie senator Obamy i rząd decydują o nich.",No
"A gubernator Romney na początku tej debaty napisał i powiedział, co zrobiliśmy w Massachusetts, może być wzorem dla narodu.",No
"Cóż, panie Nixon uh - po prostu zeznam pana George'a Aikena - senatora George'a Aikena, członka mniejszości rankingowego - członka republikańskiego - i byłego przewodniczącego Senatu Komitetu Rolnego zeznającego w 1959 r. - powiedział, że istnieje dwadzieścia latSześć milionów Amerykanów, którzy nie miało dochodu, aby pozwolić sobie na przyzwoitą dietę.",Yes
"To było miejsce, które miało podejść do Obamacare.",Yes
"Tak, myślę, że następny prezydent Stanów Zjednoczonych powinien podjąć ostatnie wysiłki w celu zapewnienia porozumienia w sprawie zaprzestania testów, numer jeden.",No
"A gdyby był u władzy, innymi słowy, gdybyśmy powiedzieli: „Niech inspektorzy działali lub, wiesz, mam nadzieję, że go wypowiem.",No
"Czy Gwinea i Ghana, które obecnie głosowały z komunistami jako nowo niezależne kraje Afryki - czy będą inne?",Yes
Ale nie jestem na korzyść podsumowania ludzi i - i - i wyjmowania ich z tego kraju.,No
"Och, tak, robią - to znaczy, są przechytkowe - spójrz, nie ma cię tam, możesz być zaangażowany w tę decyzję.",No
"I chociaż jestem za McKinney Bill, to samo po prostu się nie stanie.",No
"Powiedział, że był optymistą, kiedy tu przybył, potem włączył telewizję i wysłuchał politycznej retoryki i nagle był pesymistą.",No
"W tym roku moje państwo zajmuje pierwsze miejsce w kraju pod względem wzrostu zatrudnienia, czwartego w produkcji wzrostu zatrudnienia, 4. w zakresie wzrostu dochodów, czwartym w upadku ubóstwa.",Yes
"Mam jedną różnicę w stosunku do pana Perota, ponieważ nie sądzę, abyśmy musieli dotknąć ubezpieczenia społecznego.",No
"I, wierzcie mi, każdy, kto mnie zna, rozumie, że mam również bardzo niską tolerancję dla niewydolności.",No
Powinien być znormalizowany projekt.,No
"Mam nadzieję, że przeczytasz nasze plany.",No
"I powiedział: „Tak, myślę, że to sprawiedliwe”.",No
Wszyscy głosowali za wolnością - wolny rodzaj rządu.,Yes
Osoby słuchające mojego głosu będą musieli osądzić przyszłość tego kraju.,No
"To nie jest niewielu ludzi, którzy na nich mieszkają - nie są zbyt ważne.",No
Ale kiedy patrzymy na wzrost G.N.P.,No
"Pracowałem z tymi liderami, o których rozmawia Prezydent, pracowałem z nimi od 20 lat, dłużej niż ten prezydent.",Yes
"Martwię się faktem, że tak wiele naszych papierów wartościowych jest w rękach obcych banków z powodu tych ogromnych deficytów.",Yes
"Słuchaj, teraz wielokrotnie powiedział: „30 lat i 30 lat”.",No
"Jedną z rzeczy, które następny prezydent musi zrobić, jest przypomnieć ludziom, że jeśli będziemy mieli odpowiedzialny okres w Ameryce, każdy z nas musi kochać nasze dzieci całym sercem i całą duszą.",No
Konsulowałem się z firmami - przepraszam do szpitali i świadczeniodawców.,No
"Po pierwsze, potrzebujemy więcej środowiskowych ośrodków zdrowia.",No
"I na koniec nie radzić sobie z OWP, dopóki OWP nie uznaje prawa Izraela do istnienia i uznaje Rezolucję ONZ 242 za podstawę pokoju na Bliskim Wschodzie.",No
"Tam, gdzie nie mamy dużo pieniędzy na poziomie federalnym na edukację, powinniśmy wydać na to 90 procent dzieci, które możemy pomóc.",No
"Ale nie mogę przewidzieć wszystkich rzeczy, które się wydarzy, i nie sądzę, aby prezydent był osądzony wyłącznie na podstawie deficytu.",No
"Ale nie sądzę, żeby można powiedzieć, że nie miałeś raka.",No
"Teraz znowu to stwierdzenie, że w jakiś sposób chciałem to zniszczyć i właśnie zmieniłem melodię, że jestem dla dobrowolnego ubezpieczenia społecznego, co oznaczałoby jego ruinę.",No
"I to do tego wspaniałego zadania, jeśli odniesiemy sukces, zwrócimy się do siebie.",No
"Tak, użyłem - „Ostateczna” „zawsze byłby ze mną.",No
"Jednym z powodów, dla których tak mocno czułem, że Stany Zjednoczone musiały wziąć udział, było nasze stosunki z NATO, a NATO będzie ważną częścią utrzymania pokoju w przyszłości.",No
Płace i dochody spadły.,Yes
Będziesz żył w spokojnym świecie.,No
"Więcej niż na żywność, odzież i schronienie połączone na podatki w ramach tej administracji.",Yes
"Odniesiemy niezwykle udane, z pomocą demokratycznego Kongresu.",No
"Kiedy prowadziłem kampanię w 1976 roku, wszędzie, gdzie poszedłem, burmistrzowie i lokalni urzędnicy rozpaczyli się na temat szybko pogarszających się centralnych miast naszego narodu.",No
"Wiesz, ojciec prezydenta nie poszedł do Iraku do Bagdadu, poza Basrą.",No
Nikt nigdy nie widział takich liczb w zakresie opieki zdrowotnej.,Yes
"Powinno to być cichą siłą opartą na uczciwości naszego ludu, wizji Konstytucji, wrodzonej silnej woli i celu, które Boga dała nam w największym narodzie na ziemi - Stanach Zjednoczonych.",No
"Będzie opodatkować wszystkich, aby sfinansować swoje programy.",No
"Próbuję teraz zapewnić przywództwo, przed wyborami, aby naród amerykański mógł uczestniczyć w tej decyzji.",No
"Za 20 dni pomożesz zdecydować, kto poprowadzi ten kraj do następnego stulecia.",No
"Wyjechali po tym, jak Sergio de Mello został zabity.",Yes
"Ponieważ nowe przełom w technologii energii atomowej istnieją pewne oznaki, że do czasu zakończenia kadencji następnego prezydenta może być dziesięć, piętnaście lub dwudziestu krajów o zdolności atomowej, być może wiele testujących bomb z całym efektem.że może to mieć w atmosferze i ze wszystkimi szansami, że coraz więcej krajów będzie miało zdolność atomową, z coraz większą szansą na wojnę.",No
"I aby państwo mogło zakłócać poprawkę konstytucyjną i powiedzieć kobiecie, że musi spędzić tę ciążę do terminu, niezależnie od jej osobistej wiary, że, jak sądzę, narusza wolność sumienia, tak samo, o czym mogę wymyślić.",No
Nie znałem żadnego z nich - nie widziałem tych kobiet.,Yes
"90 -procentowe zmniejszenie ołowiu, odkąd przewodniczyłem tej grupie zadaniowej regulacyjnej;90 procent.",Yes
"Myślę, że to powinien być cel.",No
Powiem to -,No
"Burmistrzowie, z którymi rozmawiałem w niektórych z naszych wiodących miast!",No
"I na przykład jestem przerażony, że ktoś, kto jest kandydatem jednej z naszych dwóch głównych partii, zajęłby tego rodzaju pozycję.",Yes
